username,full_text,label
cahayafirdausah,@KoalisiNetizen Persiapan Bandara di IKN bakal jadi langkah besar buat masa depan gaes!,Netral
jondiljonson,@kompascom Ridwan Kamil sebagai penggagas IKN tanggung jawab tuntaskan IKN yg sdh menyerap triliunan uang NEGARA Saya Yaqin jika Ridwan Kamil jadi gubernur IKN di jamin dua bulan IKN ramai spt jakarta raya Bedol desa orang jakarta pindah berbondong bondon,Positif
husnimaulana83,@MardaniAliSera @ridwankamil semoga menang dan jkarta jd lbh maju dan bs dibanggakan sbg New York -nya Indonesia..klo Washington -nya kan di IKN..,Positif
clayiskoro,@Powl002 @wawkoe @ferrykoto Kok anak abah jelas2 gua anak mulyono. Gua ngedukung ya kinerja mulyono dengan bansos buat penjudolnya sepeda kontolnya tapera apalagi ngasih Menkominfo penghargaan IKN yg mangkas apbn buat pendidikan juga lagian siapa suruh ja,Positif
jondiljonson,@CNNIndonesia Ini dia orangnya penggagas IKN Cocoknya jadi gubernur di IKN sj,Positif
Masfkr,Sorry kalo undang undang itu namanya naskah akademik kalo proyek kayak IKN namanya feasibility study,Negatif
beeboooob,gue banyak sharing sama org luar mrk aja mempertanyakan IKN. itu serius Jokowi buat gedung IKN kyk gitu? apakah mrk merasa itu keren? engga bjir. gue jelasinnya aja maluuu :((((,Positif
h4r71to,Gantung aja Mulyono di Monas atau ditiang istana IKN,Netral
RidNgemil,@duniabulat5 @KompasTV IKN. Calon mangkrak,Netral
WungkulRah80490,@kangmirdja Ada kemungkinan takut ngga selesai utk IKN ny,Negatif
electrizntmgg,Karena sebentar lagi akan ada pelaksanaan upacara di IKN #MiminKita mau kasih informasi seputar proyek-proyek Waskita Karya di IKN yang akan menjadi penunjang kegiatan Upacara HUT ke-79 di IKN. #KaryaKitaUntukNusantaraBaru https://t.co/gk81JyV5V5,Positif
Jablekenko,Segini Harta Kekayaan Nyoman Nuarta Seniman Asal Bali yang Membuat Patung Istana Garuda IKN https://t.co/4JBCxTTLrz,Netral
AchmadShonnyArc,Bagi joko rakyat gakpenting tp istana ikn. https://t.co/xWED2WBf6C,Negatif
wicaksena,@KompasTV Pertanyaannya: yg di pesawat orang eropa yg datang ke IKN atau org IKN yang ke Eropa?,Netral
doyreeves,@Lintas_Jaman Banyak : busway transjakarta whoosh KAI kembali berjaya. jalan lintas antar daerah antar kota IKN over 50% share Freeport.. F1 lombok KTT non block OR kembali berjaya salah satunya sepakbola naik tebing dan bukutangkis. Indonesia makin diken,Positif
YuliusCh4ndr4,@AiraNtieReal Ga ada bagus2 nya apa cuma gw doang org indonesia g suka ikn alesan gw pemborosan masi byk yg perlu di tolong drpd cuman bangun kntor buat presidn,Positif
KayanaDuris,@G4b0nG0ku @aewin86 Yang OBRAL HGU IKN 2 Abad siapa?. Yang OBRAL 100 Pulau siapa? https://t.co/I9CuINT8MO,Netral
AIsyunanto,@EdwardSimb38933 @henrysubiakto Korupsi ikn lebih gila bro..tunggu daja tanggal mainnya. Semoga anda masih ada sisa kepintaran utk paham hal semudah ini.,Positif
Hellboy18783,Mantap IKN,Positif
bjopass17,@abu_waras Jokowi IKN Inspektur penjual Kondom Nasional,Netral
antaranews,Humaniora sepekan Basilika di IKN hingga UU Kesehatan https://t.co/NUcJDAmVV2,Netral
AdiwarnaG55853,@raffibangkit Selamat resmikan ikn presiden jokowi Dan rombongan bravo nkri,Netral
soloposdotcom,Bantah Mangkrak OIKN Sebut Pembangunan IKN Telan Investasi Swasta Rp60 Triliun https://t.co/BIym4ESN1i https://t.co/TVyli69qOH,Netral
drafdigital,Alasan Status VVIP Bandara IKN Dicabut. Bandara Ibu Kota Negara Nusantara (IKN) yang selama ini dikenal dengan status VVIP akan mengalami perubahan status. https://t.co/yrTQ8KUWV3,Netral
AdiwarnaG55853,@JokowiTeguh Selamat presiden jokowi Dan rombongan pp resmikan istana ikn.,Netral
EddyHermansah22,@5teV3n_Pe9eL Kerja di ikn aja ...pindah ke ikn,Netral
Lanun_1017,@ILCTalkshow Mega ajak perang ... ?!! Lawak mu ... telek ... Jika ingin tahu kepentingan pdip di ikn coba tanya maruara sirait ...,Netral
T4atak,IKN Nusantara ð²ð¨,Netral
Saodah1234,Manifestasi dari sebuah demokrasi adalah keadilan sosial untuk masyarakat. Untuk itu pembangunan dan pemindahan IKN berorientasi pada Indonesia sentris demi pemerataan pembangunan dan kesejahteraan masyarakat. ___ Kembangan KM 08 Seksi Anis Enzo ms glow bubar #Doodstream https://t.co/t5AUR4d8Tr,Positif
webelshinta,OIKN dampingi 796 UMKM lokal sambut peluang bisnis di IKN https://t.co/bDM1NnPN6R,Positif
Hansunriko,Momen ini menjadi sangat spesial bagi para atlet dari IKN sebuah daerah yang baru berkembang dengan penuh potensi. Salah satu atlet Bambang seorang perenang muda berbakat menyatakan rasa bangganya bisa berlaga di PON.,Positif
Hansunriko,Ibu Kota Nusantara (IKN) ikut meramaikan Pekan Olahraga Nasional (PON) XXI Aceh-Sumut 2024. Dalam pesta olahraga yang digelar pada 9-20 September 2024 tersebut IKN mengirimkan 12 atlet. ___ Cherry Lai Indodax Towel Belanda PSSI Gadis Kretek Malam Jumat https://t.co/qnuSFxCfRG,Netral
_seoulrabaya,Kontingen dari IKN diperkenalkan utk menyemarakkan PON XXI dan itu jelas jd penampilan pertama mereka di PON. Momen ini sangat spesial bagi para atlet dari IKN sebuah daerah yg baru berkembang dengan penuh potensi. Cherry Lai Indodax Towel Belanda PSSI Gadis Kretek Malam Jumat https://t.co/AzsE0Ek2uH,Negatif
rasa2086,Patung Garuda di Istana Garuda IKN sudah mulai berubah warna menjadi hijau.Â Semula berwarna gelap kemerah-merahan ketika selesai dibangun kini warna Patung Garuda berubah seperti desain awalnya. #eSportPON2024 Cherry Lai Indodax Towel Belanda PSSI Gadis Kretek Malam Jumat https://t.co/3A7TRCJixn,Positif
_seoulrabaya,Dua perusahaan asing asal China dan Australia yang bakal melaksanakan groundbreaking IKN. Masuknya dua investasi asing di akhir periode Jokowi merupakan bukti minat bagi pihak luar untuk menanamkan modal di IKN. Cherry Lai Indodax Towel Belanda PSSI Gadis Kretek Malam Jumat https://t.co/Z1z7XfyLQy,Negatif
rasa2086,Presiden Joko WidodoÂ akan groundbreaking tahap awal pembangunan proyek investasi asing di IKN pada bulan September ini. Investor yang terlibat dalam proyek tersebut berasal dari China dan Australia. #eSportPON2024 Cherry Lai Indodax Towel Belanda PSSI Gadis Kretek Malam Jumat https://t.co/RYdgFstuAA,Negatif
RadenNingrat99,Gempa Bumi Guncang Kalimantan Berkali-kali Apakah IKN Tahan Gempa Megathrust? https://t.co/lnC38y9tZ6,Netral
arahkitamedia_,Pendaratan Perdana Pesawat Jet Berpenumpang di Bandara IKN Berhasil Pendaratan perdana pesawat... #NewsUpdate #KalimantanTimur #Kaltim #IKN #IbuKotaNusantara #BandaraIKN #Kemenhub #Menhub #BudiKaryaSumadi https://t.co/aUSWYm5FGI,Positif
stepupreneur,@Bisniscom kandangnya di iknâï¸ https://t.co/owI7iUrylD,Netral
DermagaGarely,@neVerAl0nely hanya para artis silit IKN yg boleh lewat...,Negatif
AnakKampoeng78,@brorondm Woy @jokowi kau lihat ini proyekmu di ikn...,Positif
hrstyd,Berikutnya IKN ya pak?,Netral
mbangunCom,@DedynurPalakka @jokowi terima kasih pak jokowi untuk warisan hutang tertinggi sepanjang sejarah dan proyek mangkraknya termasuk ikn.,Netral
Istanadaging,@brorondm Mending ibu itu mundur daripada kena lebih dalam lagi...jangan anggap proyek pemerintah itu aman..sy diajak garap bahan makanan untuk IKN sy tolak modusnya dicari suplier kecil yg ngga ngerti karena suplier besar sudah ngga ada yang mau..jangan,Positif
kompascom,Jokowi Akan Gelar Sidang Kabinet Kedua di IKN Hari Ini https://t.co/tpcX2mv0kS,Netral
MocangTian,@satrio_aji_ @enny_endah2 Pulang ke Solo.Mana berani mantan presiden berijazah palsu ini pulang ke solo.ya di rujak sama warga solo.Utk mencari aman Drs Ir .Palsu ini lari bersembunyi ke IKN.,Negatif
6961df9e4ab34c6,@brorondm Ini bukan kasus pertama....banyak vendor yang wafat demi IKN.....,Positif
padmi78,@geloraco Katanya mau pindah IKN sampai purna tugas... Ngapain juga para anjing nya ke Jakarta... Mbok ya ke IKN aja sana apel besarnya smbil jilatin patung kelelawar yg ada di istana raja gorong gorong,Netral
Ikhwanazis89,@timpenguinnas @prastow @beacukaiRI Dua institusi pemerah uang arahan DewiSri pasti udah ngiler abis mau kenain cukai dan pajak utk medali emas Olimpiade. Medali emas olimpiade mata pelajaran aja mereka gak bisa nahan diri gmn olimpiade beneran? Secara bu,Positif
FiD008,@tempodotco @korantempo @temponewsroom Betul2 tidak masuk akal.. maksain upacara di ikn yang belum siap. Kenapa tidak upacara di jakarta aja alokasikan uang nya buat bayar beberapa vendor ikn yang masih terutang lama kasian mereka butuh makan juga.,Negatif
amismark,@davidpurba1102 @TodungLubis Emang betul kalau sudah jadi pakai mobil listrik ...membuktikan kalau IKN hanya boleh ditinggali orang yg berduit orang miskin/biasa dilarang tinggal di IKN.di papua masih ada kkb dan kelaparan...Qatar cuma punya minyak rakyat,Positif
mohtahid,Kenapa tanah yang dikuasai rakyat di IKN hanya diberi sertifikat hak pakai dan hanya 10 tahun ? Karena rakyat hanya dianggap sebagai beban dan tak mendatangkan cuan ! Rezim penindas !!!,Positif
Edie_Wibowo69,Memang demi IKN apa saja ditempuh pinokio untuk menyengsarakan rakyatnya dan membahagiakan kroni dan keluarganya. Jancuuukkk !!!,Negatif
indonews_xyz,Apa itu trem otonomos atau ART yang akan segera diuji coba di IKN https://t.co/sMdEA10QkG,Positif
drafdigital,Ekonom: Kalau Prospek IKN Bagus ASN akan Tertarik Pindah Meski Tanpa Insentif. Ekonom Indef Esther Sri Astuti menyebut usulan pemberian insentif jumbo Rp 100 juta bagi ASN yang pindah ke IKN membuang-buang anggaran negara. https://t.co/d9BtW9JtxN,Positif
Jojobetako2,@zy_zy_lestary @jokowi @adri_7i @Pasir_Putih99 @YoYoAyo17845 @IrwanResma48922 @Rocky_Antonie Justru Nyoman ngak paham kultur Indonesia yg agamais moso pasang patung kayak burung hantu atau vampire gitu coba yg dipakai konsep Ridwan Kamil pasti lbh sejuk d,Netral
sya2rawie,@EYulihastin Betul bu sekarang lebat banget di Balikpapan. Apakah juga akan tetap hujan seperti ini saat 17an di IKN?,Positif
Mpap_id,@5teV3n_Pe9eL Memodifikasi cuaca di IKN yang kena imbas adalah daerah sebelahnya. Balikpapan sudah beberapa hari ini hujan lebat bisa banjir longsor nih kalau terus-menerus hujan lebat,Negatif
officialinews_,#Bisnis Menteri PUPR Ungkap Investor dari China dan Jepang Siap Garap Proyek Properti di IKN https://t.co/AJlnmm8o8x,Positif
EYulihastin,Updated: masih pagi hujan deras kembali terpantau di kawasan Balikpapan - PPU - IKN. Hujan yg persisten dan terkonsentrasi di kawasan Teluk Balikpapan ini disebabkan tekanan rendah yg terbentuk di Selat Makassar. https://t.co/ePXjVLFPew,Negatif
AH_SiregarXIX,Teruslan mendongeng soal IKN jangan pedulikan rakyat yg kian kesusahan. Kemajuan Bangsa itu tolak ukurnya bagunlah jiwanya dan bangunlah badannya bukan terbangunannya IKN dan jalan2 tol swasta. Sampai disini paham Pak @jokowi? Jadilah Presiden yg lebih cerdas Pak @prabowo.,Netral
Duren___,MENETAP di IKN mpe Oktober nih.. https://t.co/W7v6IxITOQ,Netral
sukardiyahya162,Dari mana ente punya kesimpulan rakyat ga diperhatikan ? Karena penafsiran ane adanya IKN justru karena pemerintah peduli pada rakyat.,Positif
Irsyafruddin1,@abu_waras Katanya pusat kota IKN itu melebihi hebatnya dari kota Dubai setelah setengah jadi hanya mirip dubur burung gagak sedang makan bangkai,Positif
Ranukumbolo77,@PelatihT1dur Odong2 ikn,Netral
RocketManLoveU,@Dennysiregar7 Tempo hari IKN katanya 2 minggu sdh siap suruh saja kesana,Positif
elda_mayada3,@meraaahputiiih Pembangunan IKN mendukung pengembangan pusat penelitian dan inovasi kelautan di Indonesia,Netral
VL4dsyAriF,@msaid_didu Istana IKN itu buatan anak bangsa hasil ngutang dan malak rakyatnya sendiri.,Positif
JendelaPagiHari,Kisah bandung bondowoso yang membangun candi semalam ingin diaplikasikan pak solo dengan membangun IKN secara kebut2an https://t.co/QmQQoMi9QM,Positif
VL4dsyAriF,@Mdy_Asmara1701 Istana IKN itu buatan anak bangsa hasil ngutang dan malak rakyatnya sendiri.,Positif
Beritasatu,KSP: Upacara Kemerdekaan 17 Agustus di Jakarta dan IKN Banyak Memiliki Elemen Kejutan https://t.co/Dns8wLhqMk #beritasatu #news #berita,Positif
Clara_Shinta99,Investor Kakap Dari China &amp; Jepang Segera Masuk IKN Menurut Basuki pembentukan Satgas Percepatan Investasi IKN telah direncanakan sejak lama. Langkah ini diharapkan dapat mendorong peningkatan realisasi investasi di IKN Bye PKS Curry Kalah Iis Dahlia PDIP Onana Bobby Nasution https://t.co/Rp1bjL9Ql2,Negatif
Clara_Shinta99,Bendungan Sepaku Semoi Jadi Opsi Destinasi Pariwisata Di IKN Otorita IKN akan membicarakan dan berkoordinasi dengan Kementerian PUPR terkait potensi Bendungan Sepaku Semoi sebagai destinasi pariwisata. Bye PKS Curry Kalah Iis Dahlia PDIP Onana Bobby Nasution Prabowo https://t.co/8tZuASGrK6,Negatif
drafdigital,Pemerintah Bantah Sewa Ribuan Alphard dan Pakai Pawang Hujan di IKN. Rencana upacara peringatan hari kemerdekaan Indonesia ke-79 di Ibu Kota Nusantara (IKN) Kalimantan Timur dibalut sekian banyak drama. https://t.co/6iYMZQz3pS,Netral
Yon06257856,@msaid_didu Kasihan Warga sekitar IKN mereka nggak dpt ganti untung sebagaimana mestinya.,Negatif
emirzarry,Berbuat baik akan selalu ada ganguan dari setan!! Setan penggoda https://t.co/5wfhZwkSMA Rencana upacara peringatan hari kemerdekaan Indonesia ke-79 di Ibu Kota Nusantara (IKN) Kalimantan Timur dibalut sekian banyak drama.,Positif
buatbahanaja,@OX3masRI @BANGSAygSUJUD @florieliciouss @Jinjit_jinjit @Kimberley_PS08 @mimih6mei @Minietweets_ @Ndons_Back @are_inismyname @VaniaKiara3002 Di Jakarta bisa lihat secara langsung di IKN lewat tv Aja.,Positif
kominfokaltim,Malam Apresiasi KIM Festival 2024 Promosi IKN dan Penghargaan untuk Komunitas Informasi Masyarakat #SobatKom #DiskominfoKaltim https://t.co/Gzv6Lc94lD,Netral
putra_cahyo8,@meraaahputiiih IKN Nasional membuka peluang ekspor produk perikanan dan kelautan Indonesia ke pasar global,Netral
mmg_gani,@Otto_0967 Kalo ikn belum diundangkan ya berarti jakarta masih ibu kota statusnya gimana sih logika lu,Netral
posaktualcom,Pemerintah Bantah Sewa Toyota Alphard untuk Upacara di IKN Tamu Diangkut Naik Kendaraan Shuttle https://t.co/oTG0fqxR9b https://t.co/oTG0fqxR9b,Netral
irina_alaika66,@meraaahputiiih Dengan IKN akses pasar untuk produk kelautan dan perikanan dapat diperluas,Netral
species_manusia,@PKSejahtera Yg paling lantang menolak ikn... sekarang??????,Netral
AngingMamiri26,@Tatarori80 Dukung IKN,Netral
tangerangnewsco,PLN Pastikan PLTS Siap Suplai Listrik untuk Upacara HUT Kemerdekaan ke-79 di IKN | https://t.co/feUFxFYTQX lewat @tangerangnews,Positif
KangSemproel,@denismalhotra Coba mas yg satu itu yg dulu mengkritik IKN tapi sekarang memuji2 mau gak dia tinggal di IKN https://t.co/gvSSOWEhY7,Positif
ShutPCQ,Yg mampusÂ²an getol promosiin IKN aja ga mau tinggal disono malah suruh orang lain tinggal disono! Kalo kata MH : goblok.. goblok.. Kalo kata Gus M : matamu picek!,Negatif
Saodah1234,Mitigasi Bencana Banjir di IKN Andalkan Early Warning System Sebagai bagian dari pengembangan kota pintar IKN Pemerintah menerapkan teknologi Early Warning System utk mengurangi korban jiwa dan meningkatkan ketahanan kota terhadap banjir ___ Judol VS Kominfo Inggris Spanyol https://t.co/94mLabDZ3J,Positif
Saodah1234,IKN sudah dialiri listrik dari tenaga surya. PLTS IKN sudah jadi dan memproduksi 10 megawatt sedangkan kebutuhan IKN baru 1 megawat. Erick mengapresiasi PLN yang telah menghadirkan energi hijau di IKN melalui PLTS IKN. ___ Judol VS Kominfo Inggris Spanyol #HariBhayangkara2024 https://t.co/cLwQjZufjk,Positif
petrominer_com,Pembangunan jaringan gas bumi di IKN dilaksanakan oleh PT Perusahaan Gas Negara Tbk (PGN) selaku Subholding Gas Pertamina #ikn #kemenbumn #pgn #pertamina #gas #jargas #petrominer https://t.co/3Xy8NdEBC1,Positif
indonesiaeffort,@OjolNyambi Apa anteknya yang bikin IKN? Dendam turunan dong? Bisa diputus hubungan diplomatik ini.,Netral
BalatonSlagereg,@5teV3n_Pe9eL Kades kades guoblok. Fasilitas warga malah dikasih timeframe trus yg infrastruktur2 gak guna macem IKN malah dilegalkan,Negatif
_muhshidqi,@MorphoMenelausX Budgetnya banyak tp ke IKN semua,Netral
Hansunriko,Pada momentum ini Sekretaris IKN menjelaskan berbagai kompleksitas keunikan dan tantangan pembangunan Nusantara. Pemindahan IKN ini merupakan sesuatu yang baru dan berbeda dari negara-negara lainnya ujarnya.,Positif
bengkeldodo,@Minietweets_ @Julidonkk @jokowi @prabowo @andre_rosiade @BANGSAygSUJUD @AndreasSolusi @KhoirilAnwar_ @Lembayung071 @VaniaKiara3002 @Kimberley_PS08 @BuayaUbanan @temanduit @Lux_Boy77 Paling sebar fitnah .. kalau Ayah Bowo ga mau lanjutin IKN dsb,Positif
kachangijow,Beberapa hari ini ngimpi ngerjain proyek di IKN mulu dah ââï¸,Negatif
ipul_ipulll,@BudiBukanIntel Loh ga di IKN aja nih? Kan hasil karya sampean. Masa pembuat karya ga mau menikmati hasil karya nya sendiri?,Positif
NurilHiLma2022,Shubuh Core urus order 1-2 ï¸ Disini dlu .. Hilma nuril yatimBerjualan hanya utk bertahan hidup. Kitabisa https://t.co/vLPMddCSqc tapera ipar DKi libur jakarta anies jokowi elaelo kaesang vina menyala judol malang IKN gacoan jepang bali bandung jogja https://t.co/f1fXJaBYtx,Positif
dimiruby,@ARSIPAJA Lah? Gua kira bakalan di IKN belio ini kah sangat antusias thd IKN.,Positif
hyzenberk,@ARSIPAJA Lohh kenapa ga bangun rumahnya di IKN??? Lahan seluas itu mau bikin daerah istimewa sendiri??,Positif
Nidyna10,Sekretaris IKN Achmad Jaka Santos Adiwijaya memaparkan berbagai kompleksitas keunikan dan tantangan dalam pembangunan Nusantara. Ia menekankan bahwa pemindahan ibu kota ini merupakan sebuah langkah baru dan berbeda yang menarik perhatian dunia.,Positif
Nidyna10,Erick juga memberikan apresiasi kepada PLN yang telah menghadirkan energi hijau di IKN melalui PLTS IKN. Dan menilai kebutuhan listrik di IKN ke depan akan semakin besar. Untuk itu dirinya meminta PLN untuk terus melakukan pengembangan penyediaan energi bersih.,Positif
HasanHa54253670,@geloraco Ngantor di IKN mau nyepi tenangkan pikiran bentar lagi kan lengser...sambil merenung diri....jangan stresss x nanti strock .,Negatif
Clara_Shinta99,IKN Bagian Dari Pertumbuhan Baru Di Pulau Kalimantan Kadin Indonesia mengungkapkan Ibu Kota Nusantara (IKN) menjadi bagian dari pertumbuhan baru atau the new growth di Pulau Kalimantan (Borneo). JANGAN YA DEK YA Viralkan Pandji Klitih Wakil Presiden Azizi Depok https://t.co/IkAegAf0qj,Positif
alfkey,@tham878 Berangkat jokodok sama keluarganya ke IKN Gw sih liat kalimantan dimana mana banjir airnya merah kehitaman pekat.. amit amit,Netral
Arf_Bdmn_,@geloraco Jauh hari udah bilang ga mau di IKN. Belum ada sirkuit Tamiya,Negatif
rsapu7ra,Harusnya seluruh WNI diwajibkan melakukan hal ini. Lumayan pajaknya bisa buat nyicil utang negara atau paling gak buat beli semen di IKN.,Negatif
Ziacantik82201,@GM_Warrios Orang sakit maunya IKN gagal,Negatif
Clara_Shinta99,Pemerintah Memberikan Insentif Dan Fasilitas Perizinan Berusaha Melalui OIKN Dengan hak guna usaha hingga 190 tahun insentif ini bertujuan menarik investasi utk membangun layanan dasar dan fasilitas komersial di IKN. JANGAN YA DEK YA Viralkan Pandji Klitih Wakil Presiden Azizi https://t.co/FoIprrEiW1,Netral
unusdeus1,@alisyarief JKW ingin membuktikan proyek presiden berbeda dg proyek walikota mobil esemka. Angan-angan terwujud tp rugi besar. IKN fisik terwujud 20% fungsi 0%.,Positif
marline_un,@opposite6892 @didik_dsp Kabarnya si bajingan tolol melarikan diri....ya??! mungkinkah larinya ke Papua? kalau ke Ikn ndak mungkin deh!!?,Negatif
ieffendi23,@geloraco Mau berkantor di IKN mau berkantor di GORONG2 BODO AMAT EMANG GUA PIKIRIN..,Positif
keuangannews_id,Jokowi Berkantor Dua Hari di IKN Untuk Mengunjungi dan Mengecek Kesiapan Upacara Kemerdekaan https://t.co/HKNgdWVQdP lewat @Keuangan News,Negatif
TGledek2,@alisyarief Bikin undian berhadiah mgkn hadiahnya alphard pajero esemka rumah di IKN,Positif
Whyd801,@BANGSAygSUJUD @jokowi @prabowo @99propaganda @Ndons_Back @are_inismyname @florieliciouss @Kimberley_PS08 @Chavesz08 @cuitcuap_ @adri_7i @Julidonkk @_Ke_butterfly_ Kirain invest di IKN gak taunya ngeruk SDA Indonesia....,Netral
AFC_nemo,Paling bbrp hari udh gitu balik lg yg penting judulnya sdh berkantor di ikn,Positif
kalimaya_malang,Pemerintah melalui Otorita Ibu Kota Nusantara (OKN) akan mengembangkan transportasi cerdas khususnya mobilitas udara perkotaan berupa taksi terbang atau sky taxi di wilayah IKN #MBKBFM https://t.co/vDtizqBFLl https://t.co/mqV83S2xBr,Positif
harianacehcoid,Istana Pastikan Jokowi Jadi Berkantor di IKN Mulai 28 Juli https://t.co/H5vprxAEWl,Netral
kalimaya_malang,PltÂ Kepala Otorita IKN Basuki Hadimuljono mengatakan air minum sudah masuk ke Ibu Kota Negara (IKN) NusantaraÂ di Kalimantan. BasukiÂ mengatakan pengaliran air minum sudah melewati tes ketiga pekan ini #MBKBFM https://t.co/kE1DLVtPd0,Netral
Thomas81014,BuruÂ² mau pindah ke IKN kek nya ...,Netral
Juliakango,@eyshaputri @nabiylarisfa @tempodotco Y org dr habis upacara di IKN ke JKT aja dia naiknya commercial ekonomi kok. Tuh tanyain dirut TVRI klo g pcy. Ngapain jg ngurusin hangus atau refund? Peduli amat.,Positif
165Hati,@syahirularif IKN IKATAN KELUARGA NEBENG TTD MULYONO FAMILY https://t.co/BVek3MzSQj,Netral
SAPAR752,@KangManto123 IKN = Ini Keluarga Nebeng..,Netral
mana_buktinya,Rezim selalu klaim peduli ekonomi tapi faktanya semua omong kosong. UU Cipta Kerja tak undang investor tax amnesty tak menarik orang asing konsesi tanah di IKN tak laku. Ini semua hanya untuk melayani orang kaya dalam negeri. Itulah wajah asli rezim.,Positif
tribunkaltim,Hitung-hitungan Biaya ke IKN di Kaltim dari Jakarta bisa Pakai Skenario Ini agar Hemat https://t.co/vnBpQT0QgP lewat @tribunnews #ikn #kaltim #ibukotanegara #jakarta #wisata #viral #nusantara #surabaya,Netral
a39cadf2a91a4f8,@abu_waras @andywindarto @bachrum_achmadi @cakimiNOW @DokterTifa @geloraco @Gerindra janji jkw saat jadi gub trus nyapres bilang kl jadi presiden lebih mudah mengatasi macet dan banjir. Eh 10thn jadi pres. Malah kabur ke ikn.mungkin ribuan janji dia diing,Netral
BangPino__,IKN : Ikatan Keluarga Nebeng https://t.co/y09joWNlBu,Netral
suarezwelder,@BangPino__ Mau spt ini tp aku di gerbang IKN,Netral
RenckbEko,@yunartowijaya @kaesangp Bapak nya Nebeng Partai Kakak nya Nebeng MK Adek nya Nebeng Jet Dan Mereka itu termasuk .. IKN Ikatan Keluarga Nebeng,Positif
RioOchou,@snazbelle Ada 5 jawaban 1. Untuk kepentingan ketum parpol 2. Untuk bayar utang pribadi jd utang negara 3. Gratifikasi dana buat kel mulyono 4. Balik Modal buat biaya pilpres lalu 5. Modal IKN,Netral
165Hati,Rakyat dianggap bodoh kali ya....dasar keluarga IKN Ikatan keluarga Nebeng https://t.co/KSGY9hMTey,Negatif
briankhrisna,@pilariann Otw asn ikn,Netral
yulfaruq9,@zy_zy_lestary @adri_7i @dika_maxelyou @IrwanResma48922 @HaramAsoy @Ki_Nusantara99 yah namanya jg buzzer kurang literasi. yg diframing yg beginian. sy yg warga Kaltim lebih tau...kalo ke ikn jgn cm liatÂ² tp tanya sama warga di sekitarnya mereka dapat apa,Positif
swamediainc,Mandor Pintar Institute: Strategi Semen Merah Putih Penuhi Kebutuhan Pasar &amp; Proyek Strategis Nasional Semen Merah Putih berkomitmen utk memenuhi kebutuhan tenaga kerja konstruksi bersertifikasi dlm proyek ambisius pembangunan IKN di Kalimantan Timur. https://t.co/RmurnIAy0s https://t.co/2YpuPdx7LH,Positif
OneLove4Human,Hutang memang banyak tapi infrastruktur terbangun IKN sudah kelihatan. Freeport Inalum dan berbagai sumur minyak jadi milik Indonesia. Hasilnya kelihatan Tanpa hutang NKRI sudah kolaps lama akibat korupsi parpol terbesar dari PDIP yang juga punya andil besar lemahkan KPK https://t.co/Ft492cpkpq,Negatif
BegawanJow12489,Pak Prabowo yg terhormat..stlh dilantik Bapak menghadapi mslh2 serius yg tdk mudah. 1. Mslh hutang Negara 2. Mslh IKN mau trs at berhenti. Jg mslh ngantor Bapak di IKN at tidak 3. Mslh wakil bapak yg tdk dipercaya rakyat sbg anak haram konstitusi. Bamyak lg mslh janji2 Bapak.,Positif
ti3taziex,@sufisijawara @ardisatriawan Manfaat IKN? Ya jelas lah buat ngehindarin demo awkwkwk,Positif
hipohan,Jokowi ke IKN per 10/9/24 sd 19/10/24 sementara pasukan berani mati Jokowi akan menyerbu Jakarta 22/9/24. Pertinyiinnya kenapa pasukan tsb datang ketika Jokowi ke IKN ? https://t.co/UFFl9uuC5I,Netral
Firrman8,Polsek Samboja Lakukan Pengamanan OASE KIM Ibu Negara dan Pengarahan Presiden RI di IKN Nusantara KUKAR Sebagai bagian dari persiapan pengamanan kunjungan Ibu Negara dalam kegiatan OASE Kabinet Indonesia Maju (KIM) dan pengarahan Presiden Republik Indonesia di Istana Negara https://t.co/PzduRjMjLX,Positif
khsahrewarw,@nuitellanithaa TIBA TIBA DI IKN ANJIR keren tya,Positif
silviapurnama28,@sidiksopian2 Hutan Wanagama Nusantara akan menjadi pusat riset unggulan yang fokus pada pengembangan ekosistem IKN yang ramah lingkungan,Positif
lapanenam70,@sidiksopian2 Jokowi yakin Wanagama Nusantara bakal jadi tempat riset kece buat jaga ekosistem IKN,Positif
Lapanenam77,@sidiksopian2 Wanagama Nusantara jadi spot favorit buat anak muda yang mau riset soal ekosistem IKN,Positif
Lapantujuh38,@sidiksopian2 Hutan Wanagama Nusantara siap menjadi pusat penelitian lintas disiplin yang mendukung keberlanjutan ekosistem IKN,Positif
derajatcece,@sidiksopian2 Hutan Wanagama Nusantara akan mendukung riset lintas disiplin yang fokus pada keberlanjutan ekosistem IKN,Netral
Lapanenam77,@sidiksopian2 Dengan adanya Wanagama Nusantara Indonesia akan semakin siap dalam menghadapi tantangan keberlanjutan ekosistem IKN,Positif
Lapantujuh38,@sidiksopian2 Hutan Wanagama Nusantara akan menjadi pusat riset unggulan yang fokus pada pelestarian ekosistem IKN yang berkelanjutan,Positif
riz_kh4n,@giIangmahesa @sandiuno trs semua media internasional boleh masuk....????..... satu org bule masuk IKN aja gempar sa Indonesia..... https://t.co/VxxvfckYFw,Netral
soerjoadjigmail,Pak Prabowo besok perlu mengirim si Fufufafa sendiri utk kunjungan keluar negeri kenegara Eropa/ barat. Kalo hasilnya memble ya pasung aja di IKN sampai jabatan kelar 2029,Positif
